"Organization Group Name","Location Group Path"
"CIS-NHL","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-NHL"
Venbrook,"Global / AirWatch Clients / India / Genpact / IBEX / IBEX Prod / Venbrook"
"CIS-Baxter","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Baxter"
"CIS-HSBC","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-HSBC"
"CIS-BMO","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-BMO"
"CIS-Asahi","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Asahi"
"CIS-TDBank","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-TDBank"
"CIS-Suncorp","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Suncorp"
"CIS-BlueTic","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-BlueTic"
"CIS-Aon","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Aon"
"CIS-AxisCollections","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-AxisCollections"
"CIS-Ally","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Ally"
"CIS-Amgen","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Amgen"
"CIS-AholdDelhaize","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-AholdDelhaize"
"CIS-ADM","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-ADM"
"CIS-DigitalCMVOCR","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-DigitalCMVOCR"
"CIS-BenchITS","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-BenchITS"
"CIS-ADBBDO","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-ADBBDO"
"CIS-ADBPMQA","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-ADBPMQA"
"CIS-BCGLMS","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-BCGLMS"
"CIS-ArielRe","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-ArielRe"
"CIS-Bawag","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Bawag"
"CIS-ALS","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-ALS"
"CIS-AxisInbound","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-AxisInbound"
"CIS-BlackSwan","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-BlackSwan"
"CIS-Accor","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Accor"
"CIS-Antares","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Antares"
"CIS-Amherst","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Amherst"
"CIS-BainCapital","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-BainCapital"
"CIS-SwissRe","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-SwissRe"
"CIS-CapitalOne","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-CapitalOne"
"CIS-CNHi","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-CNHi"
WellsFargoRemedy,"Global / AirWatch Clients / India / Genpact / IBEX / IBEX Prod / WellsFargoRemedy"
GlobalFoundries,"Global / AirWatch Clients / India / Genpact / IBEX / IBEX Prod / GlobalFoundries"
"CIS-Unilever","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Unilever"
"CIS-Gilead","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Gilead"
"CIS-ChaseCooper","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-ChaseCooper"
"CIS-Cetera","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Cetera"
"CIS-Bupa","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Bupa"
"CIS-UPM","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-UPM"
"CIS-WilliamsScotsman","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-WilliamsScotsman"
"CIS-WPPGray","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-WPPGray"
Driscoll,"Global / AirWatch Clients / India / Genpact / IBEX / IBEX Prod / Driscoll"
WellSpan,"Global / AirWatch Clients / India / Genpact / IBEX / IBEX Prod / WellSpan"
"CIS-Walgreens","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Walgreens"
"CIS-Criteo","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Criteo"
"CIS-Carrier","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Carrier"
"CIS-WBA","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-WBA"
"CIS-CFG","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-CFG"
"CIS-Cigna","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Cigna"
"CIS-SAPMDG","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-SAPMDG"
"CIS-CBRE","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-CBRE"
"CIS-WillisTowersWatson","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-WillisTowersWatson"
"CIS-CCBSA","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-CCBSA"
"CIS-UBS","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-UBS"
"CIS-Cartus","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Cartus"
"CIS-NewDay","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-NewDay"
"CIS-UCB","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-UCB"
"CIS-EquiLendHoldingsLLC","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-EquiLendHoldingsLLC"
"CIS-OwensCorning","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-OwensCorning"
"CIS-COXCommunication","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-COXCommunication"
"CIS-ProjectJason","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-ProjectJason"
"CIS-FHLB","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-FHLB"
"CIS-JSS","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-JSS"
"CIS-RSA","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-RSA"
"CIS-Sanofi","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Sanofi"
"CIS-Organon","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Organon"
"CIS-GRS","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-GRS"
"CIS-ReckittBenckiser","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-ReckittBenckiser"
"CIS-DollarFinancialGlobal","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-DollarFinancialGlobal"
"CIS-COBank","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-COBank"
"CIS-FINRA","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-FINRA"
"CIS-Zoetis","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Zoetis"
"CIS-IRI","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-IRI"
"CIS-Norgine","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Norgine"
"CIS-Demantra","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Demantra"
"CIS-DocMan","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-DocMan"
"CIS-Intel","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Intel"
"CIS-MHE","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-MHE"
"CIS-KPSnacks","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-KPSnacks"
"CIS-MHI","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-MHI"
"CIS-NBCU","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-NBCU"
"CIS-KMT","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-KMT"
"CIS-Ecolab","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Ecolab"
"CIS-ExpressScripts","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-ExpressScripts"
"CIS-NomuraHoldingsInc","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-NomuraHoldingsInc"
"CIS-Santander","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Santander"
"CIS-TEConnectivity","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-TEConnectivity"
"CIS-SpiritAeroSystems","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-SpiritAeroSystems"
"CIS-Tenneco","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Tenneco"
"CIS-ElementSolutions","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-ElementSolutions"
"CIS-FIS","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-FIS"
"CIS-FTB","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-FTB"
"CIS-LyondellBasell","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-LyondellBasell"
"CIS-ThomsonReuters","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-ThomsonReuters"
"CIS-Jawood","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Jawood"
"CIS-Sabic","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Sabic"
"CIS-CVSHealth","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-CVSHealth"
"CIS-RalphLauren","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-RalphLauren"
"CIS-SPGlobal","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-SPGlobal"
"CIS-PGS","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-PGS"
"CIS-LMSNGEN","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-LMSNGEN"
"CIS-Massmart","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Massmart"
"CIS-Disney","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Disney"
"CIS-CIT","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-CIT"
"CIS-KimberlyClark","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-KimberlyClark"
"CIS-ERC","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-ERC"
"CIS-RMS","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-RMS"
"CIS-SuezWater","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-SuezWater"
"CIS-DelphiTechnology","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-DelphiTechnology"
"CIS-HartreePartnersLP","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-HartreePartnersLP"
"CIS-Macquarie","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Macquarie"
"CIS-CVSCaremark","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-CVSCaremark"
"CIS-Fenergo","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Fenergo"
"CIS-Takeda","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Takeda"
"CIS-Terraform","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Terraform"
"CIS-Mitie","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Mitie"
"CIS-Kennametal","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Kennametal"
"CIS-MoneyMart","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-MoneyMart"
"CIS-HarvestSherwood","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-HarvestSherwood"
"CIS-Symantec","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Symantec"
"CIS-GoDaddy","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-GoDaddy"
"CIS-PacificInvestment","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-PacificInvestment"
"CIS-GlobalJet","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-GlobalJet"
"CIS-Daimler","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Daimler"
"CIS-JJ","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-JJ"
"CIS-Travelers","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Travelers"
"CIS-GMF","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-GMF"
"CIS-LSM","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-LSM"
"CIS-Pfizer","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Pfizer"
"CIS-Endo","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Endo"
"CIS-NTTData","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-NTTData"
"CIS-IngramMicro","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-IngramMicro"
"CIS-LeaseDimension","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-LeaseDimension"
"CIS-Merck","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Merck"
"CIS-Huntsman","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Huntsman"
"CIS-Hilton","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Hilton"
"CIS-Brightclaim","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Brightclaim"
"CIS-Yokogawa","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Yokogawa"
"CIS-Venbrook","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Venbrook"
"CIS-DigitizationCMIT","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-DigitizationCMIT"
"CIS-GlobalFoundries","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-GlobalFoundries"
"CIS-Hitachi","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Hitachi"
"CIS-Panasonic","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Panasonic"
"CIS-Zimmer","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Zimmer"
"CIS-MorganStanley","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-MorganStanley"
"CIS-Cardinal","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Cardinal"
"CIS-Hyatt","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Hyatt"
"CIS-Humana","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Humana"
"CIS-DentsuAegis","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-DentsuAegis"
"CIS-CCBSS","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-CCBSS"
"CIS-WellsFargo","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-WellsFargo"
"CIS-RussellInvestments","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-RussellInvestments"
"CIS-Viatris","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Viatris"
"CIS-WellSpan","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-WellSpan"
"CIS-Nissan","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Nissan"
"CIS-Genworth","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Genworth"
"CIS-Driscoll","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Driscoll"
"CIS-Cytiva","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Cytiva"
"CIS-Wabtec","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Wabtec"
"CIS-Boeing","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Boeing"
"CIS-Bridgewater","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Bridgewater"
"CIS-BOKF","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-BOKF"
"CIS-WellsFargoRemedy","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-WellsFargoRemedy"
"CIS-FactoFrance","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-FactoFrance"
"CIS-Aptiv","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Aptiv"
BYOD,"Global / AirWatch Clients / India / Genpact / NorthCEE / BYOD"
"CIS-Hamilton","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Hamilton"
"CIS-MHIRJ","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-MHIRJ"
"CIS-Lokesh","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Training / CIS-Lokesh"
"CIS-Coinbase","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Coinbase"
"CIS-Amazon","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Amazon"
"CIS-Chime","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Chime"
"CIS-Thermofisher","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Thermofisher"
"CIS-ResolutionLife","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-ResolutionLife"
"CIS-STE","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-STE"
"CIS-Axiom","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Axiom"
"CIS-JPMC","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-JPMC"
"CIS-GroceryOutlet","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-GroceryOutlet"
"CIS-Advantest","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Advantest"
"CIS-Pharmanovia","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Pharmanovia"
"CIS-HondaAircraft","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-HondaAircraft"
"CIS-HNB","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-HNB"
"CIS-IntegraLife","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-IntegraLife"
"CIS-Cordis","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-Cordis"
"CIS-AstonMartin","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-AstonMartin"
NorthCEE,"Global / AirWatch Clients / India / Genpact / NorthCEE"
"CIS-WatsonHealth","Global / AirWatch Clients / India / Genpact / IBEX / NewCISPolicy / CIS-WatsonHealth"
Macgrew,"Global / AirWatch Clients / India / Genpact / IBEX / IBEX Prod / Macgrew"
